Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
RJio,Travelling,4G,4,Satisfactory,12.90056,80.206566,Tamil Nadu
RJio,Indoor,4G,2,Call Dropped,13.11956173,77.63285505,Karnataka
Vodafone,Outdoor,4G,5,Satisfactory,28.55541904,77.08600279,Haryana
RJio,Indoor,4G,4,Satisfactory,22.85215013,88.36507958,West Bengal
Airtel,Travelling,4G,1,Poor Voice Quality,28.461876,77.03045,Haryana
RJio,Indoor,4G,5,Satisfactory,19.07654691,72.85318852,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.07654691,72.85318852,Maharashtra
RJio,Indoor,4G,4,Satisfactory,12.88344852,77.60202633,Karnataka
RJio,Travelling,4G,1,Poor Voice Quality,17.4691819,78.3844004,Telangana
RJio,Indoor,4G,5,Satisfactory,19.00943299,72.81518935,Maharashtra
Vodafone,Outdoor,4G,5,Satisfactory,23.09244,70.18214,Gujarat
Vodafone,Outdoor,3G,4,Satisfactory,23.09266,70.18224,Gujarat
Vodafone,Outdoor,4G,4,Satisfactory,23.092714,70.181984,Gujarat
RJio,Indoor,4G,1,Poor Voice Quality,17.4691819,78.3844004,Telangana
RJio,Travelling,4G,1,Poor Voice Quality,23.929214,76.881485,Madhya Pradesh
RJio,Outdoor,4G,5,Satisfactory,20.72451884,77.01780226,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,20.72451884,77.01780226,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,18.4995272,73.8419966,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,12.908144,74.8293,Karnataka
RJio,Indoor,4G,1,Poor Voice Quality,17.4691819,78.3844004,Telangana
RJio,Indoor,4G,4,Satisfactory,19.00943299,72.81518935,Maharashtra
Vodafone,Outdoor,4G,4,Satisfactory,22.31852714,73.16621554,Gujarat
Vodafone,Indoor,4G,4,Satisfactory,22.3171041,73.1686047,Gujarat
Vodafone,Indoor,4G,4,Satisfactory,22.31711491,73.16858729,Gujarat
Vodafone,Outdoor,4G,5,Satisfactory,22.3447198,73.1754946,Gujarat
Vodafone,Indoor,4G,5,Satisfactory,22.5586001,72.9242847,Gujarat
Vodafone,Outdoor,3G,4,Satisfactory,23.092323,70.18201,Gujarat
RJio,Indoor,4G,4,Satisfactory,23.1047464,72.57174683,Gujarat
RJio,Outdoor,4G,5,Satisfactory,18.57286413,73.87887888,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,10.9486365,78.0635883,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,30.7342754,76.7449921,Chandigarh
RJio,Travelling,4G,1,Poor Voice Quality,18.57286413,73.87887888,Maharashtra
RJio,Travelling,4G,5,Satisfactory,18.57286413,73.87887888,Maharashtra
RJio,Travelling,4G,3,Poor Voice Quality,25.4404846,87.2490456,Bihar
RJio,Travelling,4G,5,Satisfactory,24.09944784,88.25159807,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,17.4691819,78.3844004,Telangana
Airtel,Indoor,4G,5,Satisfactory,34.12393083,74.50379474,Kashmir
RJio,Travelling,4G,2,Poor Voice Quality,17.4691819,78.3844004,Telangana
RJio,Indoor,4G,5,Satisfactory,22.09766147,87.75603119,West Bengal
RJio,Indoor,4G,2,Poor Voice Quality,28.68308784,77.49009779,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,11.6470825,76.1198545,Kerala
RJio,Outdoor,4G,4,Satisfactory,28.523943,77.41073,Uttar Pradesh
RJio,Indoor,4G,3,Satisfactory,19.04710532,72.86355093,Maharashtra
Vodafone,Travelling,4G,5,Satisfactory,23.55421744,72.62000454,Gujarat
Airtel,Travelling,3G,5,Satisfactory,28.687067,77.39809,Uttar Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,17.4691819,78.3844004,Telangana
RJio,Travelling,4G,5,Satisfactory,22.21709424,70.95463088,Gujarat
RJio,Indoor,4G,4,Satisfactory,13.0934132,77.5506059,Karnataka
RJio,Travelling,4G,5,Satisfactory,22.29216091,70.82232797,Gujarat
Vodafone,Indoor,4G,3,Satisfactory,28.63151994,77.13605971,NCT
RJio,Indoor,4G,5,Satisfactory,21.34011639,83.61842411,Odisha
RJio,Indoor,4G,5,Satisfactory,21.34011639,83.61842411,Odisha
RJio,Indoor,4G,5,Satisfactory,11.36596799,77.74859726,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,20.71821736,77.01510296,Maharashtra
RJio,Travelling,4G,4,Satisfactory,25.4600091,87.2601972,Bihar
Vodafone,Indoor,4G,5,Satisfactory,23.55420295,72.61998032,Gujarat
RJio,Travelling,4G,1,Poor Voice Quality,17.4691819,78.3844004,Telangana
RJio,Indoor,4G,5,Satisfactory,29.6728605,77.0075159,Haryana
RJio,Indoor,4G,2,Poor Voice Quality,33.37129744,74.51407468,Kashmir
RJio,Indoor,4G,5,Satisfactory,30.73423231,76.74485928,Chandigarh
RJio,Indoor,4G,4,Satisfactory,23.11751524,72.56553715,Gujarat
RJio,Travelling,4G,4,Satisfactory,25.482501,87.2405812,Bihar
RJio,Indoor,4G,2,Poor Voice Quality,25.46644376,85.21851543,Bihar
RJio,Travelling,4G,2,Poor Voice Quality,9.76286698,76.48664601,Kerala
Airtel,Indoor,4G,4,Satisfactory,12.9179584,80.1283024,Tamil Nadu
Vodafone,Outdoor,3G,4,Satisfactory,10.9530299,76.9724838,Tamil Nadu
Vodafone,Outdoor,3G,5,Satisfactory,10.9530299,76.9724838,Tamil Nadu
Vodafone,Outdoor,3G,5,Satisfactory,10.9530492,76.9724676,Tamil Nadu
Vodafone,Outdoor,3G,5,Satisfactory,10.9512695,76.9698868,Tamil Nadu
Vodafone,Outdoor,3G,5,Satisfactory,10.9512695,76.9698868,Tamil Nadu
Vodafone,Outdoor,3G,5,Satisfactory,10.95366,76.9718984,Tamil Nadu
Vodafone,Indoor,3G,4,Satisfactory,10.953138,76.9731271,Tamil Nadu
Vodafone,Indoor,3G,4,Satisfactory,10.9377381,76.9776405,Tamil Nadu
Vodafone,Indoor,3G,4,Satisfactory,10.9512695,76.9698868,Tamil Nadu
Vodafone,Indoor,3G,4,Satisfactory,10.9512695,76.9698868,Tamil Nadu
Vodafone,Indoor,4G,5,Satisfactory,23.55422318,72.62003366,Gujarat
RJio,Travelling,4G,1,Poor Voice Quality,17.4703785,78.386178,Telangana
RJio,Outdoor,4G,5,Satisfactory,11.6477791,76.141236,Kerala
Airtel,Indoor,3G,3,Satisfactory,12.9950682,77.6664785,Karnataka
RJio,Indoor,4G,4,Satisfactory,26.1954685,78.1514699,Madhya Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,22.4413178,88.8555517,West Bengal
RJio,Indoor,4G,2,Poor Voice Quality,9.84100532,76.44454782,Kerala
RJio,Indoor,4G,1,Poor Voice Quality,17.4703785,78.386178,Telangana
Airtel,Indoor,4G,5,Satisfactory,17.4890414,78.3976645,Telangana
RJio,Indoor,4G,1,Call Dropped,28.579934,77.2525489,NCT
Airtel,Travelling,4G,3,Call Dropped,25.14899289,81.39854998,Uttar Pradesh
RJio,Indoor,4G,2,Poor Voice Quality,28.72097899,77.17653199,NCT
RJio,Indoor,4G,4,Satisfactory,26.1954685,78.1514699,Madhya Pradesh
RJio,Outdoor,4G,5,Satisfactory,25.65708751,85.30930024,Bihar
RJio,Outdoor,4G,5,Satisfactory,25.65708751,85.30930024,Bihar
RJio,Indoor,4G,3,Satisfactory,19.04710532,72.86355093,Maharashtra
Idea,Outdoor,4G,4,Satisfactory,28.6852268,77.30902804,Uttar Pradesh
RJio,Indoor,4G,3,Satisfactory,19.04710532,72.86355093,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,10.98686514,78.06930512,Tamil Nadu
Airtel,Indoor,4G,5,Satisfactory,16.9947824,82.2528763,Andhra Pradesh
Idea,Indoor,3G,2,Poor Voice Quality,19.1555221,77.3096469,Maharashtra
RJio,Indoor,4G,5,Satisfactory,15.48091823,78.48600966,Andhra Pradesh
Airtel,Indoor,3G,1,Call Dropped,12.9950721,77.6664771,Karnataka
Vodafone,Indoor,2G,3,Poor Voice Quality,28.5586899,77.1584669,NCT
Airtel,Indoor,4G,5,Satisfactory,10.98686514,78.06930512,Tamil Nadu
Vodafone,Travelling,4G,4,Satisfactory,17.6759463,75.9047678,Maharashtra
RJio,Outdoor,4G,1,Poor Voice Quality,12.901581,80.19801,Tamil Nadu
Vodafone,Travelling,4G,4,Satisfactory,17.6759463,75.9047678,Maharashtra
RJio,Outdoor,4G,1,Poor Voice Quality,12.901581,80.19801,Tamil Nadu
RJio,Travelling,4G,4,Satisfactory,22.85207676,88.36536356,West Bengal
RJio,Outdoor,4G,3,Satisfactory,16.52193811,80.62984197,Andhra Pradesh
RJio,Indoor,4G,5,Satisfactory,21.34011639,83.61842411,Odisha
Airtel,Indoor,4G,5,Satisfactory,10.98686514,78.06930512,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,11.36578,77.74883388,Tamil Nadu
RJio,Travelling,4G,5,Satisfactory,14.533253,79.87852,Andhra Pradesh
Airtel,Indoor,4G,5,Satisfactory,12.9179584,80.1283024,Tamil Nadu
BSNL,Indoor,3G,5,Satisfactory,17.3694801,78.4281195,Telangana
RJio,Travelling,4G,3,Satisfactory,18.82032981,75.7498386,Maharashtra
RJio,Indoor,4G,1,Call Dropped,28.5834169,77.2514713,NCT
RJio,Travelling,4G,4,Satisfactory,22.85197725,88.36522513,West Bengal
RJio,Travelling,4G,5,Satisfactory,14.533253,79.87852,Andhra Pradesh
Idea,Indoor,3G,5,Satisfactory,19.69423268,72.76809068,Maharashtra
Airtel,Outdoor,4G,4,Satisfactory,17.38578,78.4309,Telangana
Idea,Outdoor,3G,5,Satisfactory,23.04505415,72.51893099,Gujarat
RJio,Outdoor,4G,5,Satisfactory,11.6504864,76.1397865,Kerala
RJio,Outdoor,4G,4,Satisfactory,25.32866232,82.81734418,Uttar Pradesh
Airtel,Travelling,3G,5,Satisfactory,28.1298101,77.3301361,Haryana
RJio,Outdoor,4G,5,Satisfactory,13.092422,80.27722,Tamil Nadu
Vodafone,Indoor,3G,1,Poor Voice Quality,23.5522262,74.4576517,Rajasthan
RJio,Travelling,4G,4,Satisfactory,25.6162703,87.1331058,Bihar
Vodafone,Indoor,3G,1,Poor Voice Quality,23.5522262,74.4576517,Rajasthan
RJio,Travelling,4G,5,Satisfactory,22.980211,72.589905,Gujarat
RJio,Outdoor,4G,1,Poor Voice Quality,23.286968,72.44162,Gujarat
RJio,Indoor,4G,4,Satisfactory,29.4805363,77.6920972,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,29.4805363,77.6920972,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,18.66316333,73.89747833,Maharashtra
Idea,Travelling,3G,1,Poor Voice Quality,29.36567092,76.98167561,Haryana
RJio,Indoor,4G,5,Satisfactory,27.84497899,75.25045025,Rajasthan
Airtel,Indoor,3G,1,Poor Voice Quality,18.59608512,73.76996244,Maharashtra
Airtel,Outdoor,3G,2,Poor Voice Quality,28.573214,77.365524,Uttar Pradesh
RJio,Travelling,4G,4,Satisfactory,25.14899289,81.39854998,Uttar Pradesh
RJio,Travelling,4G,4,Satisfactory,12.450767,75.82547,Karnataka
Airtel,Indoor,3G,3,Satisfactory,28.64219518,77.41687725,Uttar Pradesh
Airtel,Travelling,4G,3,Satisfactory,27.899488,78.06414,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,11.6477791,76.141236,Kerala
Airtel,Indoor,3G,2,Poor Voice Quality,28.3484209,77.3326065,Haryana
RJio,Indoor,4G,5,Satisfactory,22.47419836,88.39321728,West Bengal
RJio,Indoor,4G,4,Satisfactory,29.48054737,77.69202638,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,26.1954685,78.1514699,Madhya Pradesh
Airtel,Travelling,4G,3,Poor Voice Quality,22.28097458,73.1904518,Gujarat
Airtel,Indoor,4G,5,Satisfactory,16.9951533,82.2525056,Andhra Pradesh
Airtel,Indoor,4G,5,Satisfactory,16.9951533,82.2525056,Andhra Pradesh
Airtel,Indoor,4G,5,Satisfactory,16.9951533,82.2525056,Andhra Pradesh
Vodafone,Indoor,3G,1,Poor Voice Quality,23.5522262,74.4576517,Rajasthan
RJio,Indoor,4G,1,Poor Voice Quality,21.17155081,72.87917718,Gujarat
Vodafone,Indoor,4G,5,Satisfactory,23.55422318,72.62003366,Gujarat
BSNL,Indoor,3G,4,Satisfactory,22.56790121,88.3845897,West Bengal
Airtel,Travelling,4G,4,Satisfactory,22.28095051,73.19095877,Gujarat
RJio,Travelling,4G,2,Poor Voice Quality,22.5797073,88.3003799,West Bengal
RJio,Indoor,4G,2,Poor Voice Quality,22.5797073,88.3003799,West Bengal
RJio,Travelling,4G,2,Poor Voice Quality,22.5797782,88.3002701,West Bengal
Vodafone,Travelling,4G,1,Poor Voice Quality,28.68977,77.33268,Uttar Pradesh
BSNL,Indoor,4G,5,Satisfactory,11.3662896,77.7486763,Tamil Nadu
RJio,Outdoor,4G,3,Satisfactory,28.7189142,77.1731402,NCT
Vodafone,Indoor,4G,5,Satisfactory,23.55422359,72.62006391,Gujarat
Airtel,Outdoor,4G,1,Call Dropped,29.5468128,75.0589878,Haryana
RJio,Indoor,4G,1,Call Dropped,28.63348071,77.2756263,NCT
Airtel,Travelling,4G,4,Satisfactory,28.57317765,77.32977363,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,19.06481981,72.9979742,Maharashtra
Tata,Travelling,4G,1,Poor Voice Quality,29.3656697,76.9816742,Haryana
Airtel,Indoor,4G,5,Satisfactory,16.9951533,82.2525056,Andhra Pradesh
BSNL,Travelling,4G,5,Satisfactory,12.96997966,77.73563259,Karnataka
RJio,Travelling,4G,4,Satisfactory,22.28035929,73.18944445,Gujarat
RJio,Travelling,4G,2,Poor Voice Quality,18.6333877,73.80025,Maharashtra
RJio,Indoor,4G,4,Satisfactory,22.85215483,88.36509508,West Bengal
Vodafone,Indoor,4G,3,Satisfactory,20.36387022,72.92260412,Gujarat
Vodafone,Indoor,4G,3,Satisfactory,20.36387022,72.92260412,Gujarat
Vodafone,Indoor,4G,4,Satisfactory,20.38262089,72.90421149,Gujarat
Vodafone,Indoor,4G,4,Satisfactory,20.37642747,72.91002922,Gujarat
RJio,Travelling,4G,1,Poor Voice Quality,18.6333877,73.80025,Maharashtra
BSNL,Travelling,4G,5,Satisfactory,12.96992487,77.7356804,Karnataka
Vodafone,Travelling,4G,4,Satisfactory,17.6783901,75.9053112,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,18.9724147,72.8364347,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,19.189585,73.02336,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,12.9882314,80.2190393,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,15.48154479,78.48609663,Andhra Pradesh
Idea,Outdoor,3G,4,Satisfactory,17.52254047,73.53315662,Maharashtra
Airtel,Indoor,4G,2,Poor Voice Quality,28.63420991,77.22571316,NCT
Airtel,Indoor,3G,4,Satisfactory,13.32619142,77.81258214,Karnataka
Airtel,Travelling,4G,4,Satisfactory,22.28025955,73.18952625,Gujarat
RJio,Indoor,4G,4,Satisfactory,19.06481981,72.9979742,Maharashtra
Vodafone,Indoor,3G,5,Satisfactory,10.9538722,76.97150737,Tamil Nadu
Vodafone,Outdoor,4G,1,Poor Voice Quality,28.496511,77.179276,Delhi
RJio,Indoor,4G,1,Poor Voice Quality,25.46644376,85.21851543,Bihar
Vodafone,Indoor,4G,4,Satisfactory,20.37642747,72.91002922,Gujarat
RJio,Indoor,4G,1,Poor Voice Quality,17.4703785,78.386178,Telangana
RJio,Travelling,4G,2,Poor Voice Quality,17.4703785,78.386178,Telangana
RJio,Indoor,4G,1,Poor Voice Quality,17.4703785,78.386178,Telangana
Airtel,Outdoor,4G,5,Satisfactory,8.48072797,76.94647553,Kerala
RJio,Indoor,4G,5,Satisfactory,27.84497899,75.25045025,Rajasthan
Vodafone,Indoor,4G,3,Satisfactory,20.37642747,72.91002922,Gujarat
Vodafone,Indoor,3G,1,Poor Voice Quality,23.5522262,74.4576517,Rajasthan
Vodafone,Indoor,2G,5,Satisfactory,30.66782167,76.863665,Punjab
Vodafone,Travelling,4G,5,Satisfactory,23.55422359,72.62006391,Gujarat
Airtel,Outdoor,2G,3,Poor Voice Quality,17.4492308,78.4485914,Telangana
Airtel,Indoor,3G,5,Satisfactory,16.99515332,82.25250527,Andhra Pradesh
RJio,Indoor,4G,5,Satisfactory,19.04758957,72.85807118,Maharashtra
Airtel,Indoor,2G,4,Satisfactory,17.4493858,78.4485389,Telangana
Vodafone,Travelling,4G,4,Satisfactory,17.6778333,75.9058567,Maharashtra
RJio,Indoor,4G,5,Satisfactory,27.84497899,75.25045025,Rajasthan
Vodafone,Travelling,3G,1,Call Dropped,23.5522262,74.4576517,Rajasthan
Vodafone,Indoor,3G,5,Satisfactory,10.9538722,76.97150737,Tamil Nadu
Vodafone,Indoor,4G,4,Satisfactory,20.37642747,72.91002922,Gujarat
RJio,Indoor,4G,5,Satisfactory,15.48154479,78.48609663,Andhra Pradesh
RJio,Indoor,4G,5,Satisfactory,30.7341984,76.7450116,Chandigarh
Vodafone,Travelling,4G,4,Satisfactory,17.6759463,75.9047678,Maharashtra
RJio,Travelling,4G,5,Satisfactory,22.8495428,88.36124517,West Bengal
Airtel,Indoor,3G,5,Satisfactory,26.4071435,90.2721281,Assam
Vodafone,Indoor,4G,3,Satisfactory,20.37642747,72.91002922,Gujarat
Airtel,Indoor,4G,5,Satisfactory,10.98686514,78.06930512,Tamil Nadu
Idea,Indoor,3G,5,Satisfactory,21.11290742,79.06922535,Maharashtra
Idea,Indoor,3G,5,Satisfactory,21.1127079,79.0691756,Maharashtra
RJio,Indoor,4G,5,Satisfactory,30.7342809,76.7449918,Chandigarh
Airtel,Indoor,4G,4,Satisfactory,12.9882314,80.2190393,Tamil Nadu
BSNL,Indoor,3G,5,Satisfactory,17.3694801,78.4281195,Telangana
Airtel,Indoor,4G,4,Satisfactory,11.024257,77.0045895,Tamil Nadu
RJio,Outdoor,4G,3,Satisfactory,19.070272,72.83385,Maharashtra
RJio,Outdoor,4G,3,Satisfactory,19.070272,72.83385,Maharashtra
RJio,Outdoor,3G,4,Satisfactory,19.165262,72.84818,Maharashtra
RJio,Outdoor,3G,3,Satisfactory,19.070337,72.83355,Maharashtra
RJio,Outdoor,3G,3,Satisfactory,19.120111,72.84655,Maharashtra
RJio,Outdoor,3G,3,Satisfactory,19.070301,72.83373,Maharashtra
RJio,Outdoor,4G,3,Satisfactory,19.070301,72.833786,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,11.2359553,77.2011729,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2359553,77.2011729,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.02533817,77.00008392,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.02533817,77.00008392,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.02533817,77.00008392,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.02533817,77.00008392,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.02533817,77.00008392,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.02533817,77.00008392,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,30.7342634,76.7449791,Chandigarh
BSNL,Travelling,3G,5,Satisfactory,17.6640276,75.9228307,Maharashtra
Airtel,Outdoor,4G,5,Satisfactory,17.406038,78.39071,Telangana
Airtel,Outdoor,3G,2,Poor Voice Quality,21.11371167,79.0363,Maharashtra
RJio,Indoor,4G,5,Satisfactory,22.0978527,87.7607772,West Bengal
RJio,Indoor,4G,1,Call Dropped,19.02144478,72.83420189,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,13.11956173,77.63285505,Karnataka
Airtel,Travelling,4G,5,Satisfactory,26.65586787,92.77029868,Assam
RJio,Travelling,4G,1,Poor Voice Quality,17.4703785,78.386178,Telangana
RJio,Travelling,4G,4,Satisfactory,25.1680894,82.22538611,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,21.3487514,83.6373375,Odisha
Vodafone,Indoor,2G,5,Satisfactory,18.7256666,73.68542972,Maharashtra
RJio,Travelling,4G,2,Poor Voice Quality,19.189585,73.02336,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,17.5283256,73.5158931,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,23.286636,72.441795,Gujarat
RJio,Indoor,4G,3,Satisfactory,28.6831524,77.4900405,Uttar Pradesh
Airtel,Travelling,4G,5,Satisfactory,31.285227,77.56292,Himachal Pradesh
Vodafone,Travelling,4G,4,Satisfactory,17.6784217,75.9051062,Maharashtra
Airtel,Travelling,4G,3,Call Dropped,25.1595865,82.36798465,Uttar Pradesh
Airtel,Indoor,3G,3,Satisfactory,12.9950756,77.6664764,Karnataka
Idea,Indoor,3G,5,Satisfactory,19.69423268,72.76809068,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,14.533165,79.87862,Andhra Pradesh
Airtel,Indoor,3G,4,Satisfactory,13.32664712,77.81221435,Karnataka
RJio,Indoor,4G,1,Poor Voice Quality,17.43819279,78.3632185,Telangana
RJio,Travelling,4G,1,Poor Voice Quality,17.4703785,78.386178,Telangana
Vodafone,Indoor,2G,5,Satisfactory,18.7256666,73.68542972,Maharashtra
RJio,Indoor,4G,4,Satisfactory,26.1919562,78.1583673,Madhya Pradesh
RJio,Indoor,4G,5,Satisfactory,22.8617333,88.3676953,West Bengal
RJio,Outdoor,4G,5,Satisfactory,14.533165,79.87862,Andhra Pradesh
RJio,Travelling,4G,5,Satisfactory,24.46171936,88.08254701,West Bengal
Airtel,Indoor,4G,5,Satisfactory,12.9179139,80.1282492,Tamil Nadu
Vodafone,Travelling,4G,4,Satisfactory,17.6784948,75.9051283,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,22.85700739,88.36572268,West Bengal
Airtel,Travelling,3G,1,Poor Voice Quality,27.899488,78.06414,Uttar Pradesh
Airtel,Travelling,3G,1,Poor Voice Quality,27.899488,78.06414,Uttar Pradesh
Idea,Outdoor,3G,4,Satisfactory,17.5283256,73.5158931,Maharashtra
RJio,Indoor,4G,4,Satisfactory,22.85700739,88.36572268,West Bengal
Airtel,Outdoor,4G,2,Poor Voice Quality,16.3324,74.950905,Karnataka
Vodafone,Outdoor,4G,2,Poor Voice Quality,25.8140674,72.197818,Rajasthan
RJio,Travelling,4G,5,Satisfactory,14.533165,79.87862,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,25.624581,87.1456743,Bihar
Airtel,Travelling,3G,5,Satisfactory,26.4071435,90.2721281,Assam
RJio,Travelling,4G,3,Poor Voice Quality,28.46199787,77.06889601,Haryana
RJio,Outdoor,4G,5,Satisfactory,14.533165,79.87862,Andhra Pradesh
RJio,Travelling,4G,2,Poor Voice Quality,18.512526,73.8448861,Maharashtra
Airtel,Outdoor,4G,1,Poor Voice Quality,17.4459159,78.446952,Telangana
Vodafone,Indoor,4G,4,Satisfactory,18.60894238,73.7508212,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,18.75909501,73.43039142,Maharashtra
Vodafone,Travelling,3G,4,Satisfactory,18.75909501,73.43039142,Maharashtra
Vodafone,Outdoor,4G,3,Call Dropped,19.04754122,72.81994293,Maharashtra
Vodafone,Outdoor,3G,4,Satisfactory,19.04750267,72.82001527,Maharashtra
Vodafone,Indoor,3G,4,Satisfactory,19.10128216,72.87620603,Maharashtra
Vodafone,Outdoor,3G,2,Call Dropped,19.10128216,72.87620603,Maharashtra
Vodafone,Outdoor,4G,4,Satisfactory,28.63915987,77.31329112,Uttar Pradesh
Vodafone,Travelling,4G,4,Satisfactory,25.37417093,75.99960873,Rajasthan
Vodafone,Travelling,3G,4,Satisfactory,25.27816405,75.89018569,Rajasthan
Vodafone,Indoor,4G,4,Satisfactory,25.13556973,75.86488117,Rajasthan
Vodafone,Indoor,4G,4,Satisfactory,25.13531873,75.86485894,Rajasthan
RJio,Travelling,4G,2,Poor Voice Quality,18.512526,73.8448861,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,28.60825,77.09594,Delhi
RJio,Outdoor,4G,5,Satisfactory,28.608244,77.09595,Delhi
Vodafone,Travelling,4G,4,Satisfactory,17.6784948,75.9051283,Maharashtra
RJio,Indoor,4G,4,Satisfactory,22.85700739,88.36572268,West Bengal
Vodafone,Outdoor,3G,4,Satisfactory,23.092325,70.18207,Gujarat
RJio,Indoor,4G,5,Satisfactory,19.0761023,72.8509011,Maharashtra
Vodafone,Indoor,4G,3,Poor Voice Quality,16.51918579,80.6905123,Andhra Pradesh
RJio,Outdoor,4G,3,Satisfactory,28.46199787,77.06889601,Haryana
Vodafone,Indoor,4G,3,Satisfactory,20.37642747,72.91002922,Gujarat
Vodafone,Travelling,3G,5,Satisfactory,12.908241,74.82907,Karnataka
Vodafone,Outdoor,3G,5,Satisfactory,12.908226,74.829254,Karnataka
Vodafone,Outdoor,3G,5,Satisfactory,12.907438,74.828636,Karnataka
Vodafone,Travelling,3G,5,Satisfactory,12.882739,74.83387,Karnataka
Vodafone,Indoor,4G,5,Satisfactory,23.55662377,72.61904705,Gujarat
Vodafone,Travelling,3G,3,Satisfactory,12.882739,74.83387,Karnataka
Vodafone,Indoor,4G,3,Poor Voice Quality,16.51918579,80.6905123,Andhra Pradesh
RJio,Travelling,4G,5,Satisfactory,9.669826,76.5403955,Kerala
RJio,Indoor,4G,5,Satisfactory,31.6481514,74.8753597,Punjab
Vodafone,Indoor,4G,4,Satisfactory,16.51828712,80.68989983,Andhra Pradesh
RJio,Indoor,4G,5,Satisfactory,27.84497899,75.25045025,Rajasthan
RJio,Indoor,4G,5,Satisfactory,10.6811678,76.6916199,Kerala
RJio,Indoor,4G,5,Satisfactory,10.6811678,76.6916199,Kerala
RJio,Indoor,4G,5,Satisfactory,10.6871336,76.686207,Kerala
BSNL,Travelling,4G,5,Satisfactory,12.96992487,77.7356804,Karnataka
Vodafone,Outdoor,3G,4,Satisfactory,12.96982391,77.73557198,Karnataka
Airtel,Indoor,3G,5,Satisfactory,26.65147809,92.76838313,Assam
RJio,Indoor,4G,5,Satisfactory,28.6831543,77.490041,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,22.0978527,87.7607772,West Bengal
Airtel,Indoor,3G,3,Poor Voice Quality,28.73849413,77.13924067,NCT
RJio,Indoor,4G,5,Satisfactory,20.71821736,77.01510296,Maharashtra
Airtel,Indoor,4G,3,Satisfactory,12.9950661,77.6664943,Karnataka
RJio,Indoor,4G,4,Satisfactory,11.75434657,75.50258375,Kerala
BSNL,Travelling,3G,4,Satisfactory,11.75434657,75.50258375,Kerala
RJio,Indoor,4G,4,Satisfactory,11.75434657,75.50258375,Kerala
RJio,Travelling,4G,4,Satisfactory,11.75434657,75.50258375,Kerala
RJio,Indoor,4G,4,Satisfactory,11.75434657,75.50258375,Kerala
RJio,Indoor,4G,4,Satisfactory,11.75434657,75.50258375,Kerala
RJio,Indoor,4G,2,Poor Voice Quality,11.75434657,75.50258375,Kerala
RJio,Indoor,4G,3,Satisfactory,11.8712499,75.36737099,Kerala
RJio,Indoor,4G,4,Satisfactory,11.89528777,75.42578406,Kerala
RJio,Indoor,4G,4,Satisfactory,11.89526342,75.42575749,Kerala
RJio,Indoor,4G,4,Satisfactory,11.89526342,75.42575749,Kerala
RJio,Indoor,4G,4,Satisfactory,11.89516414,75.42576872,Kerala
Airtel,Indoor,4G,3,Satisfactory,12.995074,77.6664759,Karnataka
RJio,Indoor,4G,5,Satisfactory,21.3487586,83.6373074,Odisha
